"country","Year","Age","ex","Sex","edagg_1","edagg_2","edagg_3","edagg_4","edagg_5","H_1","H_2","H_3","H_4","H_5","gain_1","gain_2","gain_3","gain_4","gain_5","span_1","span_2","span_3","span_4","span_5"
"Belarus",2014,0,67.81,"Men",12.94,6.63,4.46,3.39,2.75,0.19,0.1,0.07,0.05,0.04,12.88,6.78,4.75,3.39,2.71,80.69,87.47,92.22,95.61,98.32
"Belarus",2015,0,68.59,"Men",12.58,6.5,4.39,3.34,2.73,0.18,0.09,0.06,0.05,0.04,12.35,6.17,4.12,3.43,2.74,80.94,87.11,91.23,94.66,97.4
"Belarus",2016,0,68.96,"Men",12.41,6.36,4.27,3.23,2.63,0.18,0.09,0.06,0.05,0.04,12.41,6.21,4.14,3.45,2.76,81.37,87.58,91.72,95.17,97.93
"Belarus",2017,0,69.27,"Men",12.23,6.33,4.29,3.27,2.66,0.18,0.09,0.06,0.05,0.04,12.47,6.23,4.16,3.46,2.77,81.74,87.97,92.13,95.59,98.36
"Belarus",2018,0,69.25,"Men",12.32,6.42,4.35,3.31,2.7,0.18,0.09,0.06,0.05,0.04,12.46,6.23,4.16,3.46,2.77,81.71,87.94,92.1,95.56,98.33
"Canada",1921,0,56.03,"Men",21.95,8.54,4.85,3.53,2.86,0.39,0.15,0.09,0.06,0.05,21.85,8.4,5.04,3.36,2.8,77.88,86.28,91.32,94.68,97.48
"Canada",1922,0,56,"Men",21.7,8.41,4.8,3.5,2.83,0.38,0.15,0.08,0.06,0.05,21.28,8.4,4.48,3.36,2.8,77.28,85.68,90.16,93.52,96.32
"Canada",1923,0,55.89,"Men",21.47,8.26,4.68,3.42,2.77,0.38,0.15,0.08,0.06,0.05,21.24,8.38,4.47,3.35,2.79,77.13,85.51,89.98,93.33,96.12
"Canada",1924,0,57.71,"Men",20.88,8.04,4.68,3.46,2.82,0.36,0.14,0.08,0.06,0.05,20.78,8.08,4.62,3.46,2.89,78.49,86.57,91.19,94.65,97.54
"Canada",1925,0,58.11,"Men",20.61,7.93,4.65,3.45,2.8,0.35,0.14,0.08,0.06,0.05,20.34,8.14,4.65,3.49,2.91,78.45,86.59,91.24,94.73,97.64
"Canada",1926,0,56.81,"Men",20.85,8.01,4.65,3.45,2.82,0.36,0.14,0.08,0.06,0.05,20.45,7.95,4.54,3.41,2.84,77.26,85.21,89.75,93.16,96
"Canada",1927,0,57.38,"Men",20.81,8.04,4.66,3.42,2.77,0.36,0.14,0.08,0.06,0.05,20.66,8.03,4.59,3.44,2.87,78.04,86.07,90.66,94.1,96.97
"Canada",1928,0,57.32,"Men",20.39,7.85,4.53,3.31,2.66,0.35,0.14,0.08,0.06,0.05,20.06,8.02,4.59,3.44,2.87,77.38,85.4,89.99,93.43,96.3
"Canada",1929,0,56.73,"Men",20.68,7.92,4.53,3.32,2.69,0.36,0.14,0.08,0.06,0.05,20.42,7.94,4.54,3.4,2.84,77.15,85.09,89.63,93.03,95.87
"Canada",1930,0,57.68,"Men",20.58,7.89,4.54,3.32,2.67,0.35,0.14,0.08,0.06,0.05,20.19,8.08,4.61,3.46,2.88,77.87,85.95,90.56,94.02,96.9
"Canada",1931,0,59.01,"Men",20.18,7.75,4.52,3.32,2.68,0.34,0.13,0.08,0.06,0.05,20.06,7.67,4.72,3.54,2.95,79.07,86.74,91.46,95,97.95
"Canada",1932,0,60.25,"Men",18.93,7.24,4.32,3.22,2.62,0.31,0.12,0.07,0.05,0.04,18.68,7.23,4.22,3.01,2.41,78.93,86.16,90.38,93.39,95.8
"Canada",1933,0,61.25,"Men",18.53,7.16,4.38,3.32,2.73,0.3,0.12,0.07,0.05,0.04,18.38,7.35,4.29,3.06,2.45,79.63,86.98,91.27,94.33,96.78
"Canada",1934,0,61.4,"Men",18.55,7.22,4.4,3.29,2.68,0.3,0.12,0.07,0.05,0.04,18.42,7.37,4.3,3.07,2.46,79.82,87.19,91.49,94.56,97.02
"Canada",1935,0,61.21,"Men",18.56,7.21,4.38,3.29,2.68,0.3,0.12,0.07,0.05,0.04,18.36,7.35,4.28,3.06,2.45,79.57,86.92,91.2,94.26,96.71
"Canada",1936,0,61.62,"Men",18.16,7.13,4.39,3.3,2.7,0.29,0.11,0.07,0.05,0.04,17.87,6.78,4.31,3.08,2.46,79.49,86.27,90.58,93.66,96.12
"Canada",1937,0,59.9,"Men",19.19,7.47,4.52,3.4,2.78,0.32,0.12,0.07,0.06,0.05,19.17,7.19,4.19,3.59,3,79.07,86.26,90.45,94.04,97.04
"Canada",1938,0,61.78,"Men",18.23,7.18,4.44,3.34,2.72,0.29,0.12,0.07,0.05,0.04,17.92,7.41,4.32,3.09,2.47,79.7,87.11,91.43,94.52,96.99
"Canada",1939,0,62.24,"Men",17.64,6.9,4.25,3.18,2.58,0.28,0.11,0.07,0.05,0.04,17.43,6.85,4.36,3.11,2.49,79.67,86.52,90.88,93.99,96.48
"Canada",1940,0,62.38,"Men",17.39,6.83,4.22,3.17,2.57,0.28,0.11,0.07,0.05,0.04,17.47,6.86,4.37,3.12,2.5,79.85,86.71,91.08,94.2,96.7
"Canada",1941,0,62.02,"Men",17.67,6.94,4.3,3.25,2.65,0.28,0.11,0.07,0.05,0.04,17.37,6.82,4.34,3.1,2.48,79.39,86.21,90.55,93.65,96.13
"Canada",1942,0,62.95,"Men",17.28,6.92,4.37,3.33,2.73,0.27,0.11,0.07,0.05,0.04,17,6.92,4.41,3.15,2.52,79.95,86.87,91.28,94.43,96.95
"Canada",1943,0,62.93,"Men",16.89,6.6,4.05,3.01,2.44,0.27,0.1,0.06,0.05,0.04,16.99,6.29,3.78,3.15,2.52,79.92,86.21,89.99,93.14,95.66
"Canada",1944,0,63.75,"Men",16.76,6.7,4.22,3.18,2.58,0.26,0.1,0.07,0.05,0.04,16.58,6.38,4.46,3.19,2.55,80.33,86.71,91.17,94.36,96.91
"Canada",1945,0,64.64,"Men",16.29,6.64,4.24,3.21,2.62,0.25,0.1,0.07,0.05,0.04,16.16,6.46,4.52,3.23,2.59,80.8,87.26,91.78,95.01,97.6
"Canada",1946,0,64.73,"Men",16.36,6.59,4.15,3.11,2.53,0.25,0.1,0.06,0.05,0.04,16.18,6.47,3.88,3.24,2.59,80.91,87.38,91.26,94.5,97.09
"Canada",1947,0,64.89,"Men",16.18,6.56,4.12,3.08,2.5,0.25,0.1,0.06,0.05,0.04,16.22,6.49,3.89,3.24,2.6,81.11,87.6,91.49,94.73,97.33
"Canada",1948,0,65.36,"Men",15.76,6.47,4.11,3.09,2.51,0.24,0.1,0.06,0.05,0.04,15.69,6.54,3.92,3.27,2.61,81.05,87.59,91.51,94.78,97.39
"Canada",1949,0,65.63,"Men",15.54,6.4,4.07,3.07,2.5,0.23,0.1,0.06,0.05,0.04,15.09,6.56,3.94,3.28,2.63,80.72,87.28,91.22,94.5,97.13
"Canada",1950,0,66.15,"Men",15.23,6.36,4.11,3.12,2.54,0.23,0.1,0.06,0.05,0.04,15.21,6.62,3.97,3.31,2.65,81.36,87.98,91.95,95.26,97.91
"Canada",1951,0,66.43,"Men",15.02,6.28,4.05,3.06,2.49,0.22,0.09,0.06,0.05,0.04,14.61,5.98,3.99,3.32,2.66,81.04,87.02,91.01,94.33,96.99
"Canada",1952,0,66.33,"Men",15.32,6.46,4.18,3.17,2.58,0.23,0.1,0.06,0.05,0.04,15.26,6.63,3.98,3.32,2.65,81.59,88.22,92.2,95.52,98.17
"Canada",1953,0,66.68,"Men",15.09,6.38,4.13,3.13,2.56,0.22,0.09,0.06,0.05,0.04,14.67,6,4,3.33,2.67,81.35,87.35,91.35,94.68,97.35
"Canada",1954,0,67.54,"Men",14.69,6.3,4.12,3.14,2.56,0.22,0.09,0.06,0.05,0.04,14.86,6.08,4.05,3.38,2.7,82.4,88.48,92.53,95.91,98.61
"Canada",1955,0,67.51,"Men",14.51,6.23,4.06,3.07,2.49,0.21,0.09,0.06,0.05,0.04,14.18,6.08,4.05,3.38,2.7,81.69,87.77,91.82,95.2,97.9
"Canada",1956,0,67.51,"Men",14.53,6.23,4.06,3.08,2.52,0.21,0.09,0.06,0.05,0.04,14.18,6.08,4.05,3.38,2.7,81.69,87.77,91.82,95.2,97.9
"Canada",1957,0,67.29,"Men",14.54,6.28,4.08,3.08,2.5,0.21,0.09,0.06,0.05,0.04,14.13,6.06,4.04,3.36,2.69,81.42,87.48,91.52,94.88,97.57
"Canada",1958,0,67.9,"Men",14.33,6.29,4.14,3.15,2.57,0.21,0.09,0.06,0.05,0.04,14.26,6.11,4.07,3.4,2.72,82.16,88.27,92.34,95.74,98.46
"Canada",1959,0,67.98,"Men",14.11,6.22,4.11,3.13,2.55,0.21,0.09,0.06,0.05,0.04,14.28,6.12,4.08,3.4,2.72,82.26,88.38,92.46,95.86,98.58
"Canada",1960,0,68.23,"Men",14.08,6.26,4.15,3.17,2.61,0.2,0.09,0.06,0.05,0.04,13.65,6.14,4.09,3.41,2.73,81.88,88.02,92.11,95.52,98.25
"Canada",1961,0,68.4,"Men",13.99,6.22,4.11,3.13,2.56,0.2,0.09,0.06,0.05,0.04,13.68,6.16,4.1,3.42,2.74,82.08,88.24,92.34,95.76,98.5
"Canada",1962,0,68.45,"Men",14,6.24,4.14,3.16,2.57,0.2,0.09,0.06,0.05,0.04,13.69,6.16,4.11,3.42,2.74,82.14,88.3,92.41,95.83,98.57
"Canada",1963,0,68.42,"Men",13.86,6.16,4.08,3.11,2.54,0.2,0.09,0.06,0.05,0.04,13.68,6.16,4.11,3.42,2.74,82.1,88.26,92.37,95.79,98.53
"Canada",1964,0,68.63,"Men",13.89,6.27,4.17,3.18,2.6,0.2,0.09,0.06,0.05,0.04,13.73,6.18,4.12,3.43,2.75,82.36,88.54,92.66,96.09,98.84
"Canada",1965,0,68.77,"Men",13.65,6.16,4.08,3.11,2.53,0.2,0.09,0.06,0.04,0.04,13.75,6.19,4.13,2.75,2.75,82.52,88.71,92.84,95.59,98.34
"Canada",1966,0,68.77,"Men",13.74,6.2,4.1,3.11,2.54,0.2,0.09,0.06,0.04,0.04,13.75,6.19,4.13,2.75,2.75,82.52,88.71,92.84,95.59,98.34
"Canada",1967,0,68.93,"Men",13.73,6.22,4.1,3.1,2.52,0.2,0.09,0.06,0.04,0.04,13.79,6.2,4.14,2.76,2.76,82.72,88.92,93.06,95.82,98.58
"Canada",1968,0,69.09,"Men",13.54,6.17,4.09,3.11,2.54,0.19,0.09,0.06,0.04,0.04,13.13,6.22,4.15,2.76,2.76,82.22,88.44,92.59,95.35,98.11
"Canada",1969,0,69.16,"Men",13.59,6.21,4.12,3.13,2.55,0.2,0.09,0.06,0.04,0.04,13.83,6.22,4.15,2.77,2.77,82.99,89.21,93.36,96.13,98.9
"Canada",1970,0,69.33,"Men",13.59,6.3,4.22,3.23,2.64,0.19,0.09,0.06,0.05,0.04,13.17,6.24,4.16,3.47,2.77,82.5,88.74,92.9,96.37,99.14
"Canada",1971,0,69.62,"Men",13.43,6.16,4.1,3.12,2.56,0.19,0.09,0.06,0.04,0.04,13.23,6.27,4.18,2.78,2.78,82.85,89.12,93.3,96.08,98.86
"Canada",1972,0,69.47,"Men",13.47,6.22,4.16,3.18,2.6,0.19,0.09,0.06,0.05,0.04,13.2,6.25,4.17,3.47,2.78,82.67,88.92,93.09,96.56,99.34
"Canada",1973,0,69.67,"Men",13.34,6.16,4.11,3.14,2.57,0.19,0.09,0.06,0.04,0.04,13.24,6.27,4.18,2.79,2.79,82.91,89.18,93.36,96.15,98.94
"Canada",1974,0,69.73,"Men",13.31,6.17,4.14,3.17,2.6,0.19,0.09,0.06,0.05,0.04,13.25,6.28,4.18,3.49,2.79,82.98,89.26,93.44,96.93,99.72
"Canada",1975,0,70,"Men",13.25,6.14,4.12,3.15,2.58,0.19,0.09,0.06,0.04,0.04,13.3,6.3,4.2,2.8,2.8,83.3,89.6,93.8,96.6,99.4
"Canada",1976,0,70.38,"Men",13.01,6.11,4.11,3.15,2.58,0.18,0.09,0.06,0.04,0.04,12.67,6.33,4.22,2.82,2.82,83.05,89.38,93.6,96.42,99.24
"Canada",1977,0,70.63,"Men",13.12,6.25,4.25,3.26,2.66,0.18,0.09,0.06,0.05,0.04,12.71,6.36,4.24,3.53,2.83,83.34,89.7,93.94,97.47,100.3
"Canada",1978,0,70.91,"Men",13.04,6.19,4.19,3.22,2.63,0.18,0.09,0.06,0.05,0.04,12.76,6.38,4.25,3.55,2.84,83.67,90.05,94.3,97.85,100.69
"Canada",1979,0,71.31,"Men",12.97,6.17,4.17,3.2,2.62,0.18,0.09,0.06,0.04,0.04,12.84,6.42,4.28,2.85,2.85,84.15,90.57,94.85,97.7,100.55
"Canada",1980,0,71.6,"Men",12.73,6.07,4.13,3.18,2.6,0.18,0.08,0.06,0.04,0.04,12.89,5.73,4.3,2.86,2.86,84.49,90.22,94.52,97.38,100.24
"Canada",1981,0,72.01,"Men",12.62,6.06,4.15,3.21,2.63,0.17,0.08,0.06,0.04,0.04,12.24,5.76,4.32,2.88,2.88,84.25,90.01,94.33,97.21,100.09
"Canada",1982,0,72.29,"Men",12.36,5.96,4.06,3.13,2.56,0.17,0.08,0.06,0.04,0.04,12.29,5.78,4.34,2.89,2.89,84.58,90.36,94.7,97.59,100.48
"Canada",1983,0,72.69,"Men",12.26,5.95,4.08,3.15,2.58,0.17,0.08,0.06,0.04,0.04,12.36,5.82,4.36,2.91,2.91,85.05,90.87,95.23,98.14,101.05
"Canada",1984,0,73.01,"Men",12.15,5.94,4.09,3.17,2.59,0.17,0.08,0.06,0.04,0.04,12.41,5.84,4.38,2.92,2.92,85.42,91.26,95.64,98.56,101.48
"Canada",1985,0,73.03,"Men",11.99,5.74,3.9,3.01,2.48,0.16,0.08,0.05,0.04,0.03,11.68,5.84,3.65,2.92,2.19,84.71,90.55,94.2,97.12,99.31
"Canada",1986,0,73.23,"Men",12,5.81,3.99,3.1,2.54,0.16,0.08,0.05,0.04,0.03,11.72,5.86,3.66,2.93,2.2,84.95,90.81,94.47,97.4,99.6
"Canada",1987,0,73.51,"Men",11.98,5.78,3.95,3.05,2.51,0.16,0.08,0.05,0.04,0.03,11.76,5.88,3.68,2.94,2.21,85.27,91.15,94.83,97.77,99.98
"Canada",1988,0,73.57,"Men",11.79,5.64,3.85,2.98,2.45,0.16,0.08,0.05,0.04,0.03,11.77,5.89,3.68,2.94,2.21,85.34,91.23,94.91,97.85,100.06
"Canada",1989,0,73.87,"Men",11.8,5.65,3.87,3.01,2.48,0.16,0.08,0.05,0.04,0.03,11.82,5.91,3.69,2.95,2.22,85.69,91.6,95.29,98.24,100.46
"Canada",1990,0,74.23,"Men",11.78,5.64,3.86,2.99,2.46,0.16,0.08,0.05,0.04,0.03,11.88,5.94,3.71,2.97,2.23,86.11,92.05,95.76,98.73,100.96
"Canada",1991,0,74.44,"Men",11.62,5.54,3.78,2.93,2.42,0.16,0.07,0.05,0.04,0.03,11.91,5.21,3.72,2.98,2.23,86.35,91.56,95.28,98.26,100.49
"Canada",1992,0,74.69,"Men",11.6,5.53,3.78,2.93,2.41,0.15,0.07,0.05,0.04,0.03,11.2,5.23,3.73,2.99,2.24,85.89,91.12,94.85,97.84,100.08
"Canada",1993,0,74.63,"Men",11.55,5.5,3.75,2.91,2.4,0.15,0.07,0.05,0.04,0.03,11.19,5.22,3.73,2.99,2.24,85.82,91.04,94.77,97.76,100
"Canada",1994,0,74.87,"Men",11.5,5.45,3.71,2.88,2.37,0.15,0.07,0.05,0.04,0.03,11.23,5.24,3.74,2.99,2.25,86.1,91.34,95.08,98.07,100.32
"Canada",1995,0,75.01,"Men",11.43,5.4,3.68,2.86,2.36,0.15,0.07,0.05,0.04,0.03,11.25,5.25,3.75,3,2.25,86.26,91.51,95.26,98.26,100.51
"Canada",1996,0,75.38,"Men",11.26,5.33,3.63,2.82,2.33,0.15,0.07,0.05,0.04,0.03,11.31,5.28,3.77,3.02,2.26,86.69,91.97,95.74,98.76,101.02
"Canada",1997,0,75.66,"Men",11.12,5.27,3.6,2.79,2.31,0.15,0.07,0.05,0.04,0.03,11.35,5.3,3.78,3.03,2.27,87.01,92.31,96.09,99.12,101.39
"Canada",1998,0,75.9,"Men",10.98,5.21,3.57,2.78,2.3,0.14,0.07,0.05,0.04,0.03,10.63,5.31,3.8,3.04,2.28,86.53,91.84,95.64,98.68,100.96
"Canada",1999,0,76.12,"Men",10.93,5.14,3.49,2.72,2.25,0.14,0.07,0.05,0.04,0.03,10.66,5.33,3.81,3.04,2.28,86.78,92.11,95.92,98.96,101.24
"Canada",2000,0,76.58,"Men",10.95,5.18,3.52,2.74,2.26,0.14,0.07,0.05,0.04,0.03,10.72,5.36,3.83,3.06,2.3,87.3,92.66,96.49,99.55,101.85
"Canada",2001,0,76.85,"Men",10.94,5.12,3.47,2.69,2.22,0.14,0.07,0.04,0.03,0.03,10.76,5.38,3.07,2.31,2.31,87.61,92.99,96.06,98.37,100.68
"Canada",2002,0,77.07,"Men",10.86,5.06,3.42,2.65,2.18,0.14,0.07,0.04,0.03,0.03,10.79,5.39,3.08,2.31,2.31,87.86,93.25,96.33,98.64,100.95
"Canada",2003,0,77.22,"Men",10.88,5.06,3.42,2.65,2.19,0.14,0.07,0.04,0.03,0.03,10.81,5.41,3.09,2.32,2.32,88.03,93.44,96.53,98.85,101.17
"Canada",2004,0,77.58,"Men",10.86,5.04,3.4,2.63,2.17,0.14,0.06,0.04,0.03,0.03,10.86,4.65,3.1,2.33,2.33,88.44,93.09,96.19,98.52,100.85
"Canada",2005,0,77.72,"Men",10.88,5,3.36,2.6,2.15,0.14,0.06,0.04,0.03,0.03,10.88,4.66,3.11,2.33,2.33,88.6,93.26,96.37,98.7,101.03
"Canada",2006,0,78.16,"Men",10.82,4.94,3.32,2.57,2.12,0.14,0.06,0.04,0.03,0.03,10.94,4.69,3.13,2.34,2.34,89.1,93.79,96.92,99.26,101.6
"Canada",2007,0,78.19,"Men",10.83,4.96,3.32,2.57,2.12,0.14,0.06,0.04,0.03,0.03,10.95,4.69,3.13,2.35,2.35,89.14,93.83,96.96,99.31,101.66
"Canada",2008,0,78.42,"Men",10.73,4.88,3.27,2.53,2.1,0.14,0.06,0.04,0.03,0.03,10.98,4.71,3.14,2.35,2.35,89.4,94.11,97.25,99.6,101.95
"Canada",2009,0,78.8,"Men",10.71,4.9,3.3,2.55,2.1,0.14,0.06,0.04,0.03,0.03,11.03,4.73,3.15,2.36,2.36,89.83,94.56,97.71,100.07,102.43
"Canada",2010,0,79.12,"Men",10.69,4.85,3.25,2.51,2.07,0.13,0.06,0.04,0.03,0.03,10.29,4.75,3.16,2.37,2.37,89.41,94.16,97.32,99.69,102.06
"Canada",2011,0,79.35,"Men",10.67,4.85,3.24,2.5,2.06,0.13,0.06,0.04,0.03,0.03,10.32,4.76,3.17,2.38,2.38,89.67,94.43,97.6,99.98,102.36
"Canada",2012,0,79.58,"Men",10.63,4.83,3.23,2.49,2.05,0.13,0.06,0.04,0.03,0.03,10.35,4.77,3.18,2.39,2.39,89.93,94.7,97.88,100.27,102.66
"Canada",2013,0,79.71,"Men",10.66,4.83,3.21,2.47,2.03,0.13,0.06,0.04,0.03,0.03,10.36,4.78,3.19,2.39,2.39,90.07,94.85,98.04,100.43,102.82
"Canada",2014,0,79.74,"Men",10.68,4.83,3.22,2.48,2.04,0.13,0.06,0.04,0.03,0.03,10.37,4.78,3.19,2.39,2.39,90.11,94.89,98.08,100.47,102.86
"Canada",2015,0,79.86,"Men",10.68,4.83,3.22,2.48,2.03,0.13,0.06,0.04,0.03,0.03,10.38,4.79,3.19,2.4,2.4,90.24,95.03,98.22,100.62,103.02
"Canada",2016,0,79.97,"Men",10.82,4.86,3.22,2.47,2.02,0.13,0.06,0.04,0.03,0.03,10.4,4.8,3.2,2.4,2.4,90.37,95.17,98.37,100.77,103.17
"Canada",2017,0,79.89,"Men",10.81,4.81,3.18,2.45,2,0.13,0.06,0.04,0.03,0.02,10.39,4.79,3.2,2.4,1.6,90.28,95.07,98.27,100.67,102.27
"Canada",2018,0,79.98,"Men",10.84,4.82,3.19,2.45,2.01,0.13,0.06,0.04,0.03,0.02,10.4,4.8,3.2,2.4,1.6,90.38,95.18,98.38,100.78,102.38
"Canada",2019,0,80.28,"Men",10.81,4.83,3.21,2.46,2,0.13,0.06,0.04,0.03,0.02,10.44,4.82,3.21,2.41,1.61,90.72,95.54,98.75,101.16,102.77
"Chile",1992,0,71.46,"Men",13.05,6.03,4.09,3.16,2.59,0.18,0.08,0.06,0.04,0.04,12.86,5.72,4.29,2.86,2.86,84.32,90.04,94.33,97.19,100.05
"Chile",1993,0,71.42,"Men",12.92,5.98,4.07,3.16,2.6,0.18,0.08,0.06,0.04,0.04,12.86,5.71,4.29,2.86,2.86,84.28,89.99,94.28,97.14,100
"Chile",1994,0,71.82,"Men",13.05,6.13,4.18,3.23,2.65,0.18,0.08,0.06,0.04,0.04,12.93,5.75,4.31,2.87,2.87,84.75,90.5,94.81,97.68,100.55
"Chile",1995,0,71.64,"Men",13,6.13,4.16,3.22,2.63,0.18,0.08,0.06,0.04,0.04,12.9,5.73,4.3,2.87,2.87,84.54,90.27,94.57,97.44,100.31
"Chile",1996,0,71.87,"Men",13.05,6.18,4.21,3.25,2.65,0.18,0.09,0.06,0.04,0.04,12.94,6.47,4.31,2.87,2.87,84.81,91.28,95.59,98.46,101.33
"Chile",1997,0,72.54,"Men",12.67,5.82,3.89,2.99,2.45,0.17,0.08,0.05,0.04,0.03,12.33,5.8,3.63,2.9,2.18,84.87,90.67,94.3,97.2,99.38
"Chile",1998,0,72.77,"Men",12.51,5.66,3.75,2.88,2.38,0.17,0.08,0.05,0.04,0.03,12.37,5.82,3.64,2.91,2.18,85.14,90.96,94.6,97.51,99.69
"Chile",1999,0,73.02,"Men",12.23,5.54,3.68,2.82,2.32,0.17,0.08,0.05,0.04,0.03,12.41,5.84,3.65,2.92,2.19,85.43,91.27,94.92,97.84,100.03
"Chile",2000,0,73.71,"Men",12.3,5.59,3.7,2.83,2.32,0.17,0.08,0.05,0.04,0.03,12.53,5.9,3.69,2.95,2.21,86.24,92.14,95.83,98.78,100.99
"Chile",2001,0,73.58,"Men",12.53,5.83,3.92,3.02,2.46,0.17,0.08,0.05,0.04,0.03,12.51,5.89,3.68,2.94,2.21,86.09,91.98,95.66,98.6,100.81
"Chile",2002,0,74.07,"Men",12.4,5.76,3.88,2.98,2.44,0.17,0.08,0.05,0.04,0.03,12.59,5.93,3.7,2.96,2.22,86.66,92.59,96.29,99.25,101.47
"Chile",2003,0,74.2,"Men",12.29,5.74,3.88,2.99,2.45,0.16,0.08,0.05,0.04,0.03,11.87,5.94,3.71,2.97,2.23,86.07,92.01,95.72,98.69,100.92
"Chile",2004,0,74.28,"Men",12.15,5.57,3.71,2.85,2.34,0.16,0.07,0.05,0.04,0.03,11.88,5.2,3.71,2.97,2.23,86.16,91.36,95.07,98.04,100.27
"Chile",2005,0,74.71,"Men",12.11,5.6,3.76,2.89,2.37,0.16,0.07,0.05,0.04,0.03,11.95,5.23,3.74,2.99,2.24,86.66,91.89,95.63,98.62,100.86
"Chile",2006,0,75.17,"Men",12.11,5.61,3.77,2.91,2.38,0.16,0.07,0.05,0.04,0.03,12.03,5.26,3.76,3.01,2.26,87.2,92.46,96.22,99.23,101.49
"Chile",2007,0,74.62,"Men",11.98,5.5,3.7,2.86,2.36,0.16,0.07,0.05,0.04,0.03,11.94,5.22,3.73,2.98,2.24,86.56,91.78,95.51,98.49,100.73
"Chile",2008,0,75.19,"Men",12.25,5.71,3.86,2.98,2.42,0.16,0.08,0.05,0.04,0.03,12.03,6.02,3.76,3.01,2.26,87.22,93.24,97,100.01,102.27
"Chile",2009,0,75.33,"Men",12.19,5.66,3.82,2.95,2.4,0.16,0.07,0.05,0.04,0.03,12.05,5.27,3.77,3.01,2.26,87.38,92.65,96.42,99.43,101.69
"Chile",2010,0,75.22,"Men",11.8,5.43,3.67,2.84,2.34,0.16,0.07,0.05,0.04,0.03,12.04,5.27,3.76,3.01,2.26,87.26,92.53,96.29,99.3,101.56
"Chile",2011,0,75.93,"Men",11.82,5.46,3.69,2.85,2.34,0.15,0.07,0.05,0.04,0.03,11.39,5.32,3.8,3.04,2.28,87.32,92.64,96.44,99.48,101.76
"Chile",2012,0,76.07,"Men",11.63,5.38,3.65,2.83,2.32,0.15,0.07,0.05,0.04,0.03,11.41,5.32,3.8,3.04,2.28,87.48,92.8,96.6,99.64,101.92
"Chile",2013,0,76.15,"Men",11.72,5.41,3.65,2.82,2.3,0.15,0.07,0.05,0.04,0.03,11.42,5.33,3.81,3.05,2.28,87.57,92.9,96.71,99.76,102.04
"Chile",2014,0,76.3,"Men",11.65,5.29,3.54,2.72,2.23,0.15,0.07,0.05,0.04,0.03,11.44,5.34,3.82,3.05,2.29,87.74,93.08,96.9,99.95,102.24
"Chile",2015,0,76.53,"Men",11.6,5.25,3.51,2.7,2.21,0.15,0.07,0.05,0.03,0.03,11.48,5.36,3.83,2.3,2.3,88.01,93.37,97.2,99.5,101.8
"Chile",2016,0,76.89,"Men",11.46,5.09,3.36,2.58,2.11,0.15,0.07,0.04,0.03,0.03,11.53,5.38,3.08,2.31,2.31,88.42,93.8,96.88,99.19,101.5
"Chile",2017,0,77.1,"Men",11.24,4.9,3.21,2.46,2.04,0.14,0.06,0.04,0.03,0.03,10.79,4.63,3.08,2.31,2.31,87.89,92.52,95.6,97.91,100.22
"Chile",2018,0,77.35,"Men",11.23,4.82,3.13,2.41,2,0.14,0.06,0.04,0.03,0.03,10.83,4.64,3.09,2.32,2.32,88.18,92.82,95.91,98.23,100.55
"Chile",2019,0,77.38,"Men",11.27,4.74,3.02,2.31,1.93,0.14,0.06,0.04,0.03,0.02,10.83,4.64,3.1,2.32,1.55,88.21,92.85,95.95,98.27,99.82
"Chile",2020,0,76.07,"Men",11.38,4.9,3.09,2.34,1.94,0.15,0.06,0.04,0.03,0.03,11.41,4.56,3.04,2.28,2.28,87.48,92.04,95.08,97.36,99.64
"Croatia",2001,0,70.94,"Men",12.01,5.8,3.86,2.94,2.4,0.17,0.08,0.05,0.04,0.03,12.06,5.68,3.55,2.84,2.13,83,88.68,92.23,95.07,97.2
"Croatia",2002,0,71.05,"Men",11.79,5.74,3.89,3,2.48,0.16,0.08,0.05,0.04,0.03,11.37,5.68,3.55,2.84,2.13,82.42,88.1,91.65,94.49,96.62
"Croatia",2003,0,71.01,"Men",11.62,5.61,3.76,2.87,2.35,0.16,0.08,0.05,0.04,0.03,11.36,5.68,3.55,2.84,2.13,82.37,88.05,91.6,94.44,96.57
"Croatia",2004,0,71.85,"Men",11.59,5.69,3.87,2.98,2.45,0.16,0.08,0.05,0.04,0.03,11.5,5.75,3.59,2.87,2.16,83.35,89.1,92.69,95.56,97.72
"Croatia",2005,0,71.73,"Men",11.55,5.58,3.74,2.87,2.36,0.16,0.08,0.05,0.04,0.03,11.48,5.74,3.59,2.87,2.15,83.21,88.95,92.54,95.41,97.56
"Croatia",2006,0,72.39,"Men",11.46,5.59,3.8,2.94,2.43,0.16,0.08,0.05,0.04,0.03,11.58,5.79,3.62,2.9,2.17,83.97,89.76,93.38,96.28,98.45
"Croatia",2007,0,72.2,"Men",11.46,5.57,3.75,2.88,2.36,0.16,0.08,0.05,0.04,0.03,11.55,5.78,3.61,2.89,2.17,83.75,89.53,93.14,96.03,98.2
"Croatia",2008,0,72.28,"Men",11.63,5.61,3.77,2.89,2.38,0.16,0.08,0.05,0.04,0.03,11.56,5.78,3.61,2.89,2.17,83.84,89.62,93.23,96.12,98.29
"Croatia",2009,0,72.79,"Men",11.41,5.61,3.85,3.01,2.5,0.16,0.08,0.05,0.04,0.03,11.65,5.82,3.64,2.91,2.18,84.44,90.26,93.9,96.81,98.99
